0.00, 70.80, 0.00, 18.00, 1, 3, 2, 320, 1, 101, 113, 137, 1.04, 0.01, -0.16, 15.91, 15.59, 15.91, 16.19, 17.19, 17.53, 16.84, 16.53, 15.69, 15.81, 15.75, 16.16, 17.03, 17.25, 16.81, 17.19, 1
0.00, 70.80, 0.00, 18.00, -1, 2, 2, 322, 1, 104, 112, 136, 1.04, 0.00, -0.17, 15.66, 15.47, 16.09, 16.09, 17.22, 17.44, 16.84, 16.37, 15.63, 15.53, 15.75, 16.16, 17.37, 17.16, 16.69, 16.91, 1
0.70, 71.50, 0.00, 18.00, 0, 2, 10, 332, 1, 114, 104, 137, 1.04, 0.00, -0.17, 15.50, 15.22, 16.06, 16.19, 17.06, 17.47, 16.87, 16.31, 15.69, 15.72, 15.72, 16.06, 17.03, 17.06, 16.81, 16.59, 1
0.00, 71.50, 0.00, 18.00, 1, 3, 2, 334, 1, 115, 103, 138, 1.04, 0.00, -0.16, 15.44, 15.31, 15.84, 15.84, 17.00, 17.44, 16.53, 16.34, 15.53, 15.56, 15.69, 15.91, 17.06, 17.03, 16.53, 16.44, 1
0.00, 71.50, 0.00, 18.00, -1, 2, -5, 329, 1, 112, 99, 146, 1.04, 0.00, -0.17, 14.69, 14.69, 15.13, 15.41, 16.41, 16.87, 16.12, 15.97, 14.94, 15.13, 14.94, 15.44, 16.34, 16.44, 16.06, 16.00, 1
0.00, 71.50, 0.00, 18.00, 90, 92, -6, 323, 1, 108, 101, 146, 1.04, 0.00, -0.16, 14.66, 14.66, 15.13, 15.31, 16.34, 16.78, 16.00, 15.97, 14.84, 15.16, 14.91, 15.28, 16.44, 16.41, 15.97, 15.84, 2
0.40, 71.90, 0.00, 18.00, -69, 23, -7, 316, 1, 100, 109, 145, 1.04, 0.00, -0.16, 14.56, 14.53, 15.00, 15.03, 16.31, 16.62, 15.84, 15.88, 15.00, 14.91, 14.88, 15.06, 16.16, 16.19, 15.88, 15.72, 2
0.00, 71.90, 0.00, 18.00, 3, 26, 6, 322, 1, 104, 113, 136, 1.04, 0.00, -0.16, 14.47, 14.28, 15.00, 15.09, 16.09, 16.69, 15.84, 15.75, 14.97, 14.91, 14.50, 15.16, 16.06, 16.16, 15.78, 15.69, 2
0.00, 71.90, 0.00, 18.00, -18, 8, 7, 329, 1, 112, 107, 135, 1.04, 0.00, -0.17, 14.59, 14.38, 15.00, 14.97, 15.94, 16.81, 15.88, 15.78, 14.81, 14.81, 14.56, 15.13, 16.19, 16.22, 15.78, 15.84, 1
-0.20, 71.70, 0.00, 18.00, 3, 11, 3, 332, 1, 115, 100, 143, 1.04, 0.00, -0.17, 14.34, 14.44, 15.09, 14.97, 16.03, 16.53, 15.66, 15.81, 14.88, 14.72, 14.72, 15.06, 16.06, 16.12, 15.72, 15.59, 2
0.00, 71.70, 0.00, 18.00, 64, 75, -1, 331, 1, 114, 100, 144, 1.04, 0.00, -0.17, 14.28, 14.22, 14.78, 14.94, 15.94, 16.41, 15.72, 15.44, 14.66, 14.78, 14.56, 14.81, 16.03, 16.00, 15.50, 15.38, 2
0.00, 71.70, 0.00, 18.00, 138, 213, -8, 323, 1, 108, 101, 146, 1.04, 0.00, -0.15, 14.41, 14.22, 14.84, 15.03, 16.03, 16.47, 15.69, 15.53, 14.84, 14.59, 14.72, 14.78, 16.09, 16.03, 15.56, 15.59, 2
0.00, 71.70, 0.00, 18.00, -17, 196, -4, 319, 1, 102, 106, 146, 1.04, 0.00, -0.17, 14.56, 14.38, 14.84, 14.97, 16.03, 16.66, 16.06, 15.66, 14.84, 14.88, 14.69, 15.03, 16.22, 16.16, 15.63, 15.72, 2
-0.10, 71.60, 0.00, 18.00, -188, 8, -1, 318, 1, 101, 113, 138, 1.04, 0.00, -0.15, 14.38, 14.22, 14.84, 14.94, 16.12, 16.72, 15.69, 15.53, 14.72, 14.75, 14.72, 15.06, 16.12, 15.97, 15.72, 15.38, 1
0.00, 71.60, 0.00, 18.00, -5, 3, 13, 331, 1, 113, 106, 136, 1.03, 0.01, -0.17, 14.44, 14.25, 14.78, 14.75, 15.94, 16.28, 15.59, 15.63, 14.56, 14.84, 14.59, 14.94, 15.94, 15.94, 15.47, 15.38, 1
0.00, 71.60, 0.00, 18.00, 14, 17, 3, 334, 1, 115, 100, 143, 1.05, 0.01, -0.16, 14.56, 14.31, 14.69, 14.97, 15.84, 16.16, 15.63, 15.53, 14.69, 14.53, 14.47, 14.97, 15.84, 15.91, 15.53, 15.75, 2
0.20, 71.80, 0.00, 18.00, -14, 3, -11, 323, 1, 108, 102, 146, 1.04, 0.01, -0.16, 13.84, 13.91, 14.44, 14.41, 15.53, 16.06, 15.28, 15.28, 14.47, 14.22, 14.13, 14.56, 15.50, 15.44, 15.34, 15.09, 1
0.00, 71.80, 0.00, 18.00, 0, 3, -8, 315, 1, 99, 113, 140, 1.04, 0.00, -0.17, 13.97, 13.75, 14.56, 14.63, 15.69, 16.12, 15.38, 15.44, 14.47, 14.38, 14.31, 14.69, 15.72, 15.66, 15.09, 15.22, 1
0.00, 71.80, 0.00, 18.00, 213, 216, 6, 321, 1, 104, 113, 136, 1.04, 0.01, -0.16, 13.84, 13.75, 14.53, 14.31, 15.66, 16.25, 15.41, 15.38, 14.50, 14.41, 14.19, 14.78, 15.41, 15.63, 15.06, 15.16, 2
0.00, 71.80, 0.00, 18.00, -24, 192, 5, 326, 1, 109, 110, 136, 1.04, 0.01, -0.16, 13.94, 13.78, 14.25, 14.34, 15.69, 16.06, 15.44, 15.22, 14.19, 14.41, 14.16, 14.53, 15.63, 15.59, 15.09, 15.13, 2
-0.20, 71.60, 0.00, 18.00, -178, 14, 7, 333, 1, 115, 100, 142, 1.04, -0.00, -0.16, 13.75, 13.81, 14.31, 14.38, 15.34, 15.91, 15.28, 15.34, 14.44, 14.28, 14.09, 14.47, 15.38, 15.47, 15.16, 14.84, 2
0.00, 71.60, 0.00, 18.00, -10, 4, -14, 319, 1, 103, 106, 146, 1.04, 0.01, -0.16, 13.88, 13.72, 14.16, 14.50, 15.50, 16.06, 15.28, 15.34, 14.28, 14.16, 14.06, 14.41, 15.66, 15.75, 15.03, 15.09, 1
