844, 0.00, 61.00, 0.00, 21.70, 1, 3, 14, 466, 1, 150, 146, 174, 1.05, -0.00, -0.15, 23.25, 23.75, 23.75, 23.75, 23.00, 23.00, 23.25, 24.25, 23.75, 23.75, 23.00, 23.75, 23.00, 22.50, 23.00, 23.00, 24.00, 23.75, 23.00, 23.50, 23.00, 23.25, 23.50, 23.25, 23.50, 24.00, 23.50, 23.50, 23.50, 23.25, 23.50, 23.25, 23.50, 23.50, 23.25, 23.25, 23.25, 23.25, 23.50, 24.00, 23.00, 23.00, 23.50, 23.50, 23.50, 23.75, 23.25, 24.00, 24.00, 23.50, 23.50, 23.00, 23.25, 23.50, 23.50, 23.50, 23.50, 24.50, 24.50, 23.50, 23.25, 23.50, 24.25, 24.50, 1
844, 0.00, 61.00, 0.00, 21.70, -1, 2, -9, 457, 1, 149, 145, 175, 1.05, -0.02, -0.15, 23.00, 23.75, 23.25, 23.75, 23.25, 22.75, 23.00, 23.50, 22.75, 23.25, 23.00, 23.00, 23.00, 22.75, 23.25, 23.25, 23.75, 23.50, 23.25, 23.50, 22.75, 22.50, 23.25, 23.75, 23.00, 23.50, 23.00, 23.00, 23.00, 23.00, 23.25, 24.00, 23.50, 23.25, 23.50, 23.00, 22.75, 23.50, 22.75, 23.50, 22.75, 23.25, 23.50, 23.50, 23.25, 23.00, 23.50, 23.00, 23.50, 23.00, 23.25, 23.25, 23.50, 23.50, 23.75, 23.75, 24.25, 23.75, 23.50, 23.25, 23.00, 23.75, 23.25, 24.25, 1
844, 0.00, 61.00, 0.00, 21.70, 0, 2, -1, 456, 1, 149, 147, 175, 1.05, -0.01, -0.15, 23.00, 23.25, 23.50, 23.50, 23.25, 22.75, 23.50, 23.00, 23.25, 23.00, 23.25, 23.25, 23.50, 22.75, 22.75, 22.50, 23.75, 23.25, 22.75, 23.75, 22.75, 22.75, 23.25, 23.75, 23.25, 23.50, 23.50, 23.00, 23.00, 23.25, 23.50, 23.50, 23.25, 23.25, 22.75, 23.00, 23.00, 23.25, 23.50, 23.75, 22.50, 23.00, 23.25, 23.25, 23.50, 23.25, 23.50, 23.75, 23.25, 23.00, 23.00, 23.25, 23.75, 23.50, 23.25, 23.75, 23.75, 23.50, 24.00, 24.25, 23.00, 23.75, 24.00, 24.50, 1
844, 0.00, 61.00, 0.00, 21.70, 2, 4, 11, 467, 1, 151, 146, 175, 1.04, -0.02, -0.16, 23.50, 23.75, 23.50, 23.50, 23.25, 23.00, 23.75, 23.75, 24.25, 23.00, 23.00, 23.00, 23.25, 22.75, 23.25, 23.25, 27.00, 24.00, 22.75, 23.25, 22.75, 23.50, 23.50, 23.75, 27.00, 24.00, 23.25, 23.25, 23.25, 23.75, 23.25, 23.50, 23.50, 23.50, 23.25, 23.00, 23.50, 23.00, 23.50, 23.75, 22.75, 23.00, 23.75, 22.75, 23.25, 23.25, 23.50, 23.25, 23.75, 23.50, 23.00, 23.50, 23.50, 23.50, 23.50, 24.25, 24.25, 23.50, 24.00, 23.75, 23.00, 23.50, 24.00, 24.50, 1
844, -0.10, 60.90, 0.00, 21.70, -1, 3, -9, 458, 0, 151, 149, 176, 1.05, -0.01, -0.15, 26.00, 24.50, 23.25, 23.50, 23.00, 22.75, 22.75, 23.50, 26.50, 26.00, 23.25, 23.00, 23.25, 23.00, 23.25, 22.75, 25.75, 26.25, 25.50, 23.50, 22.75, 23.25, 23.50, 23.75, 22.50, 23.00, 23.25, 22.75, 23.00, 23.25, 23.25, 23.25, 23.50, 23.00, 23.00, 23.00, 23.00, 23.00, 23.25, 23.50, 22.50, 22.50, 23.75, 23.25, 23.75, 23.00, 23.75, 23.75, 23.25, 23.25, 23.00, 23.25, 23.00, 23.50, 23.25, 23.50, 23.25, 23.50, 23.75, 23.50, 23.00, 23.25, 23.25, 24.00, 1
844, 0.00, 60.90, 0.00, 21.70, 4, 7, 149, 607, 0, 153, 149, 176, 1.04, -0.01, -0.15, 25.25, 26.75, 24.75, 24.25, 23.50, 23.25, 23.50, 23.75, 24.25, 25.50, 26.50, 25.50, 23.50, 22.75, 23.25, 23.00, 24.25, 25.25, 23.25, 23.50, 22.50, 23.00, 23.00, 23.50, 22.50, 23.50, 23.25, 23.00, 23.00, 23.25, 23.25, 23.25, 23.75, 22.75, 23.25, 22.75, 22.75, 23.75, 23.25, 24.00, 22.25, 22.50, 23.25, 23.25, 23.00, 23.25, 23.75, 23.00, 23.25, 22.75, 22.75, 23.00, 23.25, 23.50, 23.50, 23.25, 24.25, 23.75, 23.50, 23.50, 22.75, 23.00, 23.50, 24.50, 1
844, 0.00, 60.90, 0.00, 21.70, -3, 4, -150, 457, 0, 154, 149, 177, 1.05, -0.02, -0.15, 22.50, 23.25, 23.50, 23.50, 23.50, 25.00, 27.50, 28.25, 22.75, 23.25, 23.25, 23.00, 23.50, 24.75, 26.75, 26.75, 22.75, 23.25, 23.00, 23.50, 22.75, 24.75, 25.25, 26.25, 22.50, 23.25, 23.25, 23.00, 23.25, 23.75, 25.25, 26.00, 22.75, 23.25, 23.25, 23.25, 23.00, 23.50, 25.00, 24.75, 22.50, 23.00, 23.50, 22.75, 23.00, 23.00, 24.00, 23.75, 23.00, 23.00, 23.25, 22.75, 23.50, 23.50, 23.75, 24.00, 24.25, 23.50, 23.75, 23.00, 23.25, 23.50, 23.50, 24.50, 1
844, -0.10, 60.80, 0.00, 21.70, -2, 2, 0, 457, 0, 155, 151, 176, 1.05, -0.02, -0.15, 22.75, 23.25, 23.00, 23.00, 23.00, 22.75, 23.25, 23.25, 22.75, 23.25, 22.50, 22.75, 23.00, 23.00, 23.25, 23.00, 22.50, 22.75, 22.50, 23.00, 22.50, 22.75, 23.25, 23.75, 22.00, 23.00, 22.75, 23.00, 23.00, 23.25, 23.00, 24.75, 22.50, 23.00, 23.00, 23.00, 22.50, 23.00, 23.00, 23.50, 22.25, 23.00, 23.00, 23.00, 22.50, 23.00, 23.50, 23.50, 23.50, 22.75, 23.25, 23.00, 23.50, 23.75, 23.25, 23.25, 23.75, 24.25, 23.50, 23.25, 22.75, 23.50, 23.75, 23.25, 1
844, 0.00, 60.80, 0.00, 21.70, 9, 11, -3, 454, 0, 156, 151, 177, 1.04, -0.02, -0.15, 23.00, 23.00, 23.00, 23.50, 22.50, 22.50, 22.75, 23.75, 22.75, 22.50, 22.50, 22.50, 22.50, 22.25, 23.00, 22.75, 23.00, 22.75, 22.25, 22.75, 22.25, 23.00, 23.00, 23.00, 22.25, 23.00, 22.50, 22.75, 22.75, 22.75, 23.25, 23.50, 23.00, 22.50, 22.50, 22.75, 22.75, 23.25, 23.25, 23.25, 22.00, 22.50, 22.75, 22.75, 23.25, 22.50, 23.00, 23.50, 22.75, 22.25, 22.75, 23.25, 23.00, 23.25, 22.75, 24.00, 24.00, 23.50, 24.00, 23.50, 22.50, 23.25, 23.75, 24.25, 1
844, 0.00, 60.80, 0.00, 21.70, -7, 4, -5, 449, 0, 154, 150, 177, 1.04, -0.02, -0.15, 22.50, 23.00, 23.25, 23.50, 22.75, 23.00, 22.75, 24.00, 22.50, 22.75, 23.00, 23.00, 23.00, 22.50, 22.50, 23.00, 22.75, 22.75, 22.50, 22.75, 22.50, 22.50, 23.00, 23.50, 22.50, 23.00, 23.00, 23.00, 22.75, 23.25, 23.00, 23.50, 22.75, 23.00, 23.00, 22.75, 23.00, 23.00, 23.25, 23.25, 22.50, 22.50, 23.00, 22.75, 22.75, 23.00, 24.00, 23.50, 23.00, 23.25, 22.50, 23.25, 23.00, 23.75, 23.00, 24.00, 24.25, 23.75, 23.50, 23.50, 23.25, 23.25, 23.25, 24.50, 1
