0.10, 42.10, 0.10, 14.80, -2, 13, 0, 244, 0, 158, 160, 180, 1.04, -0.01, -0.21, 18.34, 18.44, 18.03, 18.03, 17.47, 17.31, 17.31, 17.41, 17.53, 17.81, 18.03, 18.28, 17.91, 17.69, 17.59, 17.50, 1
0.00, 42.10, 0.00, 14.80, 0, 13, 0, 244, 0, 159, 159, 180, 1.04, -0.01, -0.21, 18.41, 18.50, 18.31, 18.03, 17.59, 17.53, 17.47, 17.44, 17.75, 17.91, 18.03, 18.50, 18.00, 17.62, 17.84, 17.62, 1
0.00, 42.10, 0.00, 14.80, 1, 14, 0, 244, 0, 158, 160, 180, 1.02, -0.01, -0.21, 18.28, 18.47, 18.12, 18.00, 17.59, 17.37, 17.22, 17.53, 17.81, 17.81, 18.25, 18.34, 17.75, 17.59, 17.37, 17.66, 1
0.00, 42.10, 0.00, 14.80, 3, 17, -1, 243, 0, 159, 160, 181, 1.03, -0.01, -0.22, 18.44, 19.47, 19.22, 18.22, 17.44, 17.28, 17.06, 17.16, 17.59, 17.72, 18.00, 18.19, 17.97, 17.94, 18.69, 18.19, 18
0.10, 42.20, 0.00, 14.80, -6, 11, 2, 245, 0, 159, 159, 180, 1.03, -0.01, -0.21, 18.47, 18.53, 18.12, 18.09, 17.53, 17.41, 17.19, 17.44, 17.78, 17.87, 18.03, 18.28, 17.97, 17.59, 17.72, 17.53, 1
0.00, 42.20, 0.00, 14.80, 3, 14, 1, 246, 0, 158, 160, 179, 1.02, -0.01, -0.21, 19.00, 19.72, 18.12, 18.00, 17.66, 17.41, 17.47, 17.59, 17.78, 18.06, 18.28, 18.44, 17.97, 17.69, 18.16, 18.59, 1
0.00, 42.20, 0.00, 14.80, 21, 35, 0, 246, 0, 159, 159, 181, 1.03, -0.00, -0.21, 18.53, 18.69, 18.00, 18.09, 17.53, 17.34, 17.22, 17.31, 17.69, 17.94, 18.31, 18.31, 17.94, 17.50, 17.44, 17.59, 18
-0.10, 42.10, -0.10, 14.70, -22, 13, -4, 242, 0, 159, 160, 180, 1.03, -0.01, -0.21, 18.19, 17.81, 17.50, 17.84, 17.50, 17.22, 17.09, 17.41, 17.62, 18.03, 18.00, 17.87, 17.28, 16.94, 17.28, 17.53, 1
0.00, 42.10, 0.00, 14.70, -1, 12, 2, 244, 0, 159, 160, 180, 1.03, -0.00, -0.21, 18.50, 18.75, 18.28, 18.03, 17.56, 17.41, 17.25, 17.59, 17.94, 18.06, 18.12, 18.37, 17.91, 17.59, 17.78, 17.59, 1
0.00, 42.10, 0.00, 14.70, 1, 13, 3, 247, 0, 158, 159, 179, 1.02, -0.01, -0.22, 18.53, 19.66, 20.87, 19.37, 17.72, 17.37, 17.34, 17.53, 17.72, 17.87, 17.97, 18.44, 18.62, 18.87, 19.53, 19.37, 1
