00, 20.75, 21.00, 21.00, 21.25, 21.25, 22.25, 20.75, 21.00, 20.75, 21.00, 20.75, 20.50, 21.00, 21.00, 20.50, 20.50, 20.75, 20.75, 20.75, 20.50, 20.25, 20.50, 20.50, 20.25, 20.75, 21.00, 21.00, 20.25, 20.75, 20.50, 20.75, 20.75, 21.00, 21.00, 20.75, 20.50, 20.50, 20.25, 20.25, 21.25, 20.00, 20.00, 20.50, 21.25, 0
46.50, 24.80, 13, 489, 1, 0, 154, 162, 197, 1.04, -0.03, -0.16, 20.25, 21.50, 21.00, 21.00, 21.00, 20.25, 20.75, 20.75, 21.50, 21.75, 21.00, 20.50, 21.25, 20.75, 21.00, 20.75, 22.25, 24.75, 21.25, 21.00, 21.00, 20.75, 21.00, 20.75, 21.00, 22.75, 21.00, 20.75, 21.00, 21.00, 21.00, 20.25, 21.00, 20.50, 21.00, 20.00, 21.00, 20.75, 20.75, 20.75, 20.50, 20.50, 20.75, 20.50, 20.75, 21.00, 21.00, 21.00, 21.50, 20.25, 20.25, 20.75, 21.00, 20.50, 20.50, 21.25, 20.25, 20.50, 20.75, 20.75, 20.50, 20.00, 21.00, 20.75, 0
46.60, 24.80, 13, 484, 1, 0, 153, 162, 197, 1.04, -0.03, -0.16, 21.00, 21.00, 20.50, 20.25, 20.50, 20.50, 20.25, 20.50, 21.50, 21.25, 20.50, 20.50, 20.50, 20.00, 21.00, 19.25, 22.25, 24.75, 20.50, 20.75, 20.25, 20.25, 20.75, 20.75, 21.25, 22.25, 20.75, 20.50, 21.00, 21.00, 20.75, 20.75, 20.50, 20.50, 20.25, 20.25, 20.25, 21.00, 20.75, 21.00, 20.00, 20.00, 20.50, 19.75, 20.25, 20.75, 20.75, 20.75, 20.50, 20.25, 20.25, 20.25, 20.50, 20.75, 20.25, 20.25, 20.75, 20.00, 20.25, 21.00, 20.25, 20.00, 20.50, 20.50, 0
46.60, 24.80, 13, 480, 1, 0, 154, 162, 197, 1.04, -0.03, -0.16, 21.00, 20.75, 19.75, 20.50, 20.25, 20.00, 21.00, 20.75, 20.75, 21.25, 20.50, 20.25, 21.25, 20.25, 20.50, 20.00, 22.00, 24.50, 20.50, 20.50, 20.25, 20.25, 20.25, 20.75, 20.25, 22.00, 20.75, 20.50, 20.75, 20.75, 20.25, 20.25, 20.75, 20.75, 20.25, 20.00, 20.50, 21.00, 20.50, 20.50, 19.75, 20.25, 20.25, 20.25, 20.25, 20.00, 20.75, 19.75, 20.75, 20.25, 19.75, 20.25, 20.75, 20.50, 20.00, 20.25, 20.25, 19.50, 20.50, 20.75, 20.25, 20.00, 20.25, 20.75, 0
46.50, 24.80, 13, 482, 1, 0, 153, 162, 197, 1.04, -0.03, -0.16, 20.75, 20.75, 20.25, 21.00, 20.25, 20.25, 20.25, 20.50, 21.00, 21.50, 20.25, 20.25, 20.75, 20.00, 20.50, 19.75, 22.25, 24.50, 20.50, 20.75, 20.25, 20.25, 20.75, 20.50, 21.00, 22.25, 21.00, 20.25, 20.25, 20.75, 20.50, 20.00, 20.25, 20.00, 19.75, 20.00, 20.75, 20.75, 20.50, 21.00, 20.25, 19.75, 20.25, 20.25, 20.25, 20.00, 20.75, 19.75, 20.50, 20.00, 20.00, 20.25, 20.50, 20.75, 20.25, 20.25, 20.50, 20.25, 20.25, 20.25, 19.75, 20.00, 20.50, 20.50, 0
46.50, 24.80, 13, 495, 1, 0, 154, 163, 196, 1.04, -0.03, -0.15, 20.25, 20.75, 20.50, 20.75, 20.75, 20.50, 20.50, 20.75, 21.50, 21.50, 20.25, 20.50, 21.00, 19.75, 20.25, 19.75, 22.50, 24.75, 21.00, 21.00, 20.25, 20.50, 20.75, 20.75, 21.00, 22.25, 20.50, 20.50, 21.25, 20.75, 20.00, 19.75, 20.75, 20.75, 20.50, 20.50, 20.75, 20.75, 20.50, 20.75, 20.00, 20.00, 20.75, 20.00, 20.75, 20.75, 21.00, 20.50, 20.50, 20.50, 20.00, 20.75, 20.50, 20.75, 19.75, 20.75, 20.50, 20.25, 20.50, 21.00, 20.00, 20.25, 21.00, 21.25, 0
46.50, 24.80, 14, 494, 1, 0, 154, 162, 196, 1.04, -0.03, -0.15, 20.50, 20.75, 20.75, 20.50, 20.25, 20.75, 20.75, 20.75, 21.50, 21.50, 21.00, 20.75, 21.00, 20.50, 20.25, 20.00, 22.75, 24.25, 21.00, 21.00, 20.50, 20.75, 21.50, 20.75, 21.50, 22.50, 21.00, 20.50, 21.25, 21.00, 20.75, 20.25, 20.50, 20.50, 20.50, 20.25, 20.50, 21.00, 20.50, 20.50, 20.25, 20.50, 20.00, 20.25, 20.25, 20.50, 21.00, 20.75, 20.50, 20.25, 20.25, 20.50, 20.75, 21.00, 20.00, 20.00, 20.50, 20.75, 20.50, 21.25, 20.00, 20.00, 20.50, 20.50, 0
46.50, 24.80, 13, 486, 1, 0, 153, 162, 197, 1.05, -0.03, -0.16, 21.00, 21.25, 21.00, 20.75, 21.00, 21.00, 20.75, 20.75, 21.75, 21.75, 21.50, 20.75, 21.25, 20.00, 21.00, 20.25, 22.50, 25.25, 21.25, 21.25, 20.75, 21.00, 21.00, 21.00, 22.00, 23.00, 21.00, 21.00, 21.25, 21.75, 21.00, 20.75, 21.25, 20.75, 20.50, 20.50, 20.75, 21.00, 21.00, 20.75, 20.25, 20.50, 21.25, 20.25, 20.75, 20.75, 21.25, 20.25, 21.00, 21.00, 20.75, 20.75, 21.00, 21.25, 20.50, 21.00, 20.50, 20.75, 21.00, 21.00, 20.25, 20.50, 21.00, 21.00, 0
46.50, 24.80, 12, 482, 1, 0, 153, 162, 197, 1.04, -0.04, -0.16, 20.75, 20.75, 20.25, 20.00, 20.50, 20.25, 20.25, 20.50, 21.00, 21.25, 20.25, 20.25, 20.50, 19.75, 20.00, 19.75, 22.25, 24.25, 21.25, 20.75, 20.25, 20.25, 20.50, 21.00, 21.00, 22.25, 20.75, 20.25, 20.75, 20.75, 20.25, 20.25, 21.00, 21.00, 20.25, 20.25, 20.50, 20.75, 20.50, 20.25, 19.50, 20.25, 20.25, 19.75, 20.25, 20.00, 21.50, 20.25, 20.25, 19.50, 19.75, 20.00, 20.00, 20.50, 20.50, 20.00, 21.00, 21.00, 20.50, 20.50, 20.25, 20.00, 20.75, 20.50, 0
46.50, 24.80, 13, 480, 1, 0, 154, 162, 197, 1.04, -0.03, -0.16, 20.75, 20.50, 20.00, 20.75, 20.00, 19.75, 20.00, 20.25, 21.25, 21.50, 20.25, 20.75, 20.50, 20.00, 20.50, 19.75, 22.25, 24.50, 20.25, 20.25, 20.50, 20.25, 20.50, 20.25, 20.25, 22.00, 20.50, 20.50, 20.50, 20.00, 20.25, 19.50, 20.25, 20.25, 20.00, 19.75, 20.25, 20.50, 20.50, 19.75, 19.75, 20.00, 19.75, 20.00, 20.25, 20.25, 21.00, 20.25, 20.50, 19.50, 20.00, 20.25, 20.50, 20.50, 19.75, 20.50, 19.75, 20.50, 20.25, 20.00, 20.00, 19.75, 20.25, 20.50, 0
46.50, 24.80, 13, 489, 1, 0, 153, 162, 197, 1.04, -0.03, -0.15, 19.75, 20.75, 20.00, 20.50, 20.50, 20.50, 20.75, 21.25, 21.50, 21.75, 20.75, 20.25, 20.75, 19.75, 20.50, 19.75, 22.25, 24.50, 20.50, 20.75, 20.25, 20.50, 20.75, 21.00, 20.75, 22.50, 20.75, 20.75, 20.50, 20.50, 21.00, 20.50, 20.50, 20.50, 20.00, 20.25, 20.50, 21.25, 20.75, 20.75, 20.00, 20.00, 20.75, 20.00, 20.25, 20.75, 20.75, 21.00, 20.50, 20.00, 20.25, 20.00, 20.75, 20.75, 20.00, 21.00, 20.00, 20.50, 20.75, 19.75, 20.25, 19.75, 20.75, 20.50, 0
46.50, 24.80, 13, 496, 1, 0, 154, 162, 197, 1.05, -0.03, -0.14, 21.00, 21.25, 20.75, 20.75, 20.50, 20.50, 20.75, 21.00, 21.25, 21.75, 20.75, 21.00, 20.75, 20.00, 20.75, 20.00, 23.00, 24.75, 21.00, 21.00, 20.50, 20.50, 21.25, 21.00, 21.25, 22.00, 20.75, 20.75, 21.00, 21.00, 21.00, 20.50, 21.25, 20.75, 20.50, 20.00, 20.50, 21.00, 20.75, 20.50, 20.00, 21.00, 20.50, 20.25, 21.00, 21.00, 21.00, 20.75, 20.50, 20.00, 20.50, 20.75, 20.75, 21.00, 20.75, 20.75, 20.25, 20.25, 20.75, 20.75, 20.50, 20.00, 20.75, 21.00, 0
